"Cut-Off Date","Data Source","Data Source_MappedName","Country Reporter","Country Reporter_MappedName","Port Reporter","Port Reporter_MappedName","Country Partner","Country Partner_MappedName","Trade Direction","Trade Direction_MappedName","Product","Product_MappedName","Product Origin","Product Origin_MappedName","Quantity","Quantity Unit","Quantity Unit_MappedName","Quantity Unit multiplier","Date Reporter","Shipper","Shipper_MappedName","Receiver","Receiver_MappedName"
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MAC","Macau","Export","Export","RICE","Rice",,,90000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"EGY","Egypt","Export","Export","RICE","Rice",,,25100000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"GHA","Ghana","Export","Export","RICE","Rice",,,14000000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SOM","Somalia","Export","Export","RICE","Rice",,,484000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"RUS","Russian Federation","Export","Export","RICE","Rice",,,346500.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"PNG","Papua New Guinea","Export","Export","RICE","Rice",,,490000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"HKG","Hong Kong","Export","Export","SRG","Sorghum",,,3750.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"JPN","Japan","Export","Export","SRG","Sorghum",,,31005.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MYS","Malaysia","Export","Export","SRG","Sorghum",,,1000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KOR","South Korea","Export","Export","SRG","Sorghum",,,314000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"FRA","France","Export","Export","SRG","Sorghum",,,229.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"ITA","Italy","Export","Export","SRG","Sorghum",,,384.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"CAN","Canada","Export","Export","SRG","Sorghum",,,1924.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"CAN","Canada","Export","Export","SRG","Sorghum",,,545.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"USA","United States","Export","Export","SRG","Sorghum",,,4695.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"NZL","New Zealand","Export","Export","SRG","Sorghum",,,1505.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KHM","Cambodia","Export","Export","WHTF","Wheat Flour",,,94000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"PRK","North Korea","Export","Export","WHTF","Wheat Flour",,,9276350.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"HKG","Hong Kong","Export","Export","WHTF","Wheat Flour",,,1763968.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"HKG","Hong Kong","Export","Export","WHTF","Wheat Flour",,,1890172.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"LAO","Laos","Export","Export","WHTF","Wheat Flour",,,38000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MAC","Macau","Export","Export","WHTF","Wheat Flour",,,288299.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MAC","Macau","Export","Export","WHTF","Wheat Flour",,,146756.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MYS","Malaysia","Export","Export","WHTF","Wheat Flour",,,6250.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MYS","Malaysia","Export","Export","WHTF","Wheat Flour",,,110250.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SGP","Singapore","Export","Export","WHTF","Wheat Flour",,,96425.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SGP","Singapore","Export","Export","WHTF","Wheat Flour",,,83300.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"THA","Thailand","Export","Export","WHTF","Wheat Flour",,,24000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"CAN","Canada","Export","Export","CRN_FLR","Corn flour",,,6538.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"THA","Thailand","Export","Export","SBS","Soybean",,,16000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"HKG","Hong Kong","Export","Export","SBS","Soybean",,,116586.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"JPN","Japan","Export","Export","SBS","Soybean",,,1966190.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MYS","Malaysia","Export","Export","SBS","Soybean",,,118370.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MNG","Mongolia","Export","Export","SBS","Soybean",,,20000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SGP","Singapore","Export","Export","SBS","Soybean",,,67020.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KOR","South Korea","Export","Export","SBS","Soybean",,,1880030.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"VNM","Vietnam","Export","Export","SBS","Soybean",,,213089.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"BEL","Belgium","Export","Export","SBS","Soybean",,,1.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"DNK","Denmark","Export","Export","SBS","Soybean",,,1554000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"GBR","United Kingdom","Export","Export","SBS","Soybean",,,1600.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"DEU","Germany","Export","Export","SBS","Soybean",,,1300.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"FRA","France","Export","Export","SBS","Soybean",,,30000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"NLD","Netherlands","Export","Export","SBS","Soybean",,,44000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"PRT","Portugal","Export","Export","SBS","Soybean",,,1805.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SRB","Serbia","Export","Export","SBS","Soybean",,,11000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SUR","Suriname","Export","Export","SBS","Soybean",,,2000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"CAN","Canada","Export","Export","SBS","Soybean",,,35209.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"CAN","Canada","Export","Export","SBS","Soybean",,,705.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"USA","United States","Export","Export","SBS","Soybean",,,82677.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"NZL","New Zealand","Export","Export","SBS","Soybean",,,32000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"HKG","Hong Kong","Export","Export","SBS","Soybean",,,7320.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"IDN","Indonesia","Export","Export","SBS","Soybean",,,10000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"JPN","Japan","Export","Export","SBS","Soybean",,,454420.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MYS","Malaysia","Export","Export","SBS","Soybean",,,7790.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"PHL","Philippines","Export","Export","SBS","Soybean",,,45000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SGP","Singapore","Export","Export","SBS","Soybean",,,5341.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"THA","Thailand","Export","Export","SBS","Soybean",,,6000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"TWN","Taiwan","Export","Export","SBS","Soybean",,,107800.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"GBR","United Kingdom","Export","Export","SBS","Soybean",,,840.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"DEU","Germany","Export","Export","SBS","Soybean",,,900.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"FRA","France","Export","Export","SBS","Soybean",,,629.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"CAN","Canada","Export","Export","SBS","Soybean",,,5186.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"CAN","Canada","Export","Export","SBS","Soybean",,,705.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"USA","United States","Export","Export","SBS","Soybean",,,27803.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"AUS","Australia","Export","Export","SBS","Soybean",,,5000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"NZL","New Zealand","Export","Export","SBS","Soybean",,,4000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"ZAF","South Africa","Export","Export","RSS","Rapeseed",,,3.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"JPN","Japan","Export","Export","SFS","Sunflower Seed",,,1645.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"PAK","Pakistan","Export","Export","SFS","Sunflower Seed",,,5000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"NLD","Netherlands","Export","Export","SFS","Sunflower Seed",,,20.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"AFG","Afghanistan","Export","Export","SFS","Sunflower Seed",,,124000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"BHR","Bahrain","Export","Export","SFS","Sunflower Seed",,,58000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"BGD","Bangladesh","Export","Export","SFS","Sunflower Seed",,,40000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MMR","Myanmar","Export","Export","SFS","Sunflower Seed",,,1915889.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MMR","Myanmar","Export","Export","SFS","Sunflower Seed",,,34000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KHM","Cambodia","Export","Export","SFS","Sunflower Seed",,,1000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"HKG","Hong Kong","Export","Export","SFS","Sunflower Seed",,,13303.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"HKG","Hong Kong","Export","Export","SFS","Sunflower Seed",,,1013.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"IND","India","Export","Export","SFS","Sunflower Seed",,,341000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"IDN","Indonesia","Export","Export","SFS","Sunflower Seed",,,720025.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"IRN","Iran","Export","Export","SFS","Sunflower Seed",,,8313686.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"IRQ","Iraq","Export","Export","SFS","Sunflower Seed",,,4899852.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"ISR","Israel","Export","Export","SFS","Sunflower Seed",,,1110250.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"JPN","Japan","Export","Export","SFS","Sunflower Seed",,,15075.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"JOR","Jordan","Export","Export","SFS","Sunflower Seed",,,678000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KWT","Kuwait","Export","Export","SFS","Sunflower Seed",,,290550.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"LAO","Laos","Export","Export","SFS","Sunflower Seed",,,83840.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"LBN","Lebanon","Export","Export","SFS","Sunflower Seed",,,151000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MYS","Malaysia","Export","Export","SFS","Sunflower Seed",,,168650.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"OMN","Oman","Export","Export","SFS","Sunflower Seed",,,31500.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"PAK","Pakistan","Export","Export","SFS","Sunflower Seed",,,5935700.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"PSE","Palestinian Territory (Occupied)","Export","Export","SFS","Sunflower Seed",,,21500.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"QAT","Qatar","Export","Export","SFS","Sunflower Seed",,,81345.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SAU","Saudi Arabia","Export","Export","SFS","Sunflower Seed",,,1567700.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SGP","Singapore","Export","Export","SFS","Sunflower Seed",,,16920.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KOR","South Korea","Export","Export","SFS","Sunflower Seed",,,61850.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"LKA","Sri Lanka","Export","Export","SFS","Sunflower Seed",,,4000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"SYR","Syrian Arab Republic","Export","Export","SFS","Sunflower Seed",,,44000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"THA","Thailand","Export","Export","SFS","Sunflower Seed",,,1172480.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"TUR","Turkey","Export","Export","SFS","Sunflower Seed",,,2025525.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"UAE","United Arab Emirates","Export","Export","SFS","Sunflower Seed",,,2142335.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"VNM","Vietnam","Export","Export","SFS","Sunflower Seed",,,5138750.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"VNM","Vietnam","Export","Export","SFS","Sunflower Seed",,,38250.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"TWN","Taiwan","Export","Export","SFS","Sunflower Seed",,,472650.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KAZ","Kazakhstan","Export","Export","SFS","Sunflower Seed",,,307075.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KAZ","Kazakhstan","Export","Export","SFS","Sunflower Seed",,,105000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KGZ","Kyrgyzstan","Export","Export","SFS","Sunflower Seed",,,27000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KGZ","Kyrgyzstan","Export","Export","SFS","Sunflower Seed",,,17200.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"TJK","Tajikistan","Export","Export","SFS","Sunflower Seed",,,555500.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"TKM","Turkmenistan","Export","Export","SFS","Sunflower Seed",,,25000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"UZB","Uzbekistan","Export","Export","SFS","Sunflower Seed",,,2295000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"DZA","Algeria","Export","Export","SFS","Sunflower Seed",,,445900.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"EGY","Egypt","Export","Export","SFS","Sunflower Seed",,,909000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"KEN","Kenya","Export","Export","SFS","Sunflower Seed",,,4000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"LBY","Libya","Export","Export","SFS","Sunflower Seed",,,504182.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"MAR","Morocco","Export","Export","SFS","Sunflower Seed",,,1732850.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"BEL","Belgium","Export","Export","SFS","Sunflower Seed",,,107800.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"DNK","Denmark","Export","Export","SFS","Sunflower Seed",,,20000.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"GBR","United Kingdom","Export","Export","SFS","Sunflower Seed",,,194100.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
,"CHNCUSTOMS","China Customs Statistics","CHN","China",,,"GBR","United Kingdom","Export","Export","SFS","Sunflower Seed",,,8900.000000,"MT","Metric Ton",0.001000,"2025-01-01",,,,
