"Source","Source_MappedName","Location","Location_MappedName","Crop Year ","Commodity","Commodity_MappedName","Irrigation type","Rotation","Tilled","Soil type ","Item","Item_MappedName","Value","Unit","Unit_MappedName","Unit multiplier","Currency","Currency_MappedName"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"EX_WORK_FARMGATE","Ex work farmegate",0.281000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"SEED","Seed",54.360000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"HERBICIDE","Herbicide",40.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"INSECTICIDE","Insecticide",10.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FERTS","Fertilizers",59.900000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"CROP_INSURR","Crop Insurance",21.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"ENERGY","Energy",15.710000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"REPAIR","Repairs",22.260000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"DRY","Drying",7.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"OTHER_VAR_COST","Other Variable Cost",30.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FINANCE_INTEREST","Financial Interest",9.790000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"GENERAL_FOH","General Farm Overheads",10.660000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",29.080000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"MACHINERY","Machinery Cost",15.040000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",60.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"YIELD","Yield",2000.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"EX_WORK_FARMGATE","Ex work farmegate",0.201000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"SEED","Seed",37.620000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"HERBICIDE","Herbicide",37.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"INSECTICIDE","Insecticide",5.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FERTS","Fertilizers",68.060000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"CROP_INSURR","Crop Insurance",9.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"ENERGY","Energy",16.080000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"REPAIR","Repairs",22.470000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"DRY","Drying",8.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"OTHER_VAR_COST","Other Variable Cost",20.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"FINANCE_INTEREST","Financial Interest",8.380000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"GENERAL_FOH","General Farm Overheads",10.790000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",29.530000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"MACHINERY","Machinery Cost",15.220000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SFS","Sunflower Seed",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",60.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"YIELD","Yield",1640.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"EX_WORK_FARMGATE","Ex work farmegate",0.270000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"SEED","Seed",86.630000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"HERBICIDE","Herbicide",54.700000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"FUNGICIDE","Fungicide",20.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"FERTS","Fertilizers",53.360000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"CROP_INSURR","Crop Insurance",12.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"ENERGY","Energy",18.290000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"REPAIR","Repairs",26.480000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"OTHER_VAR_COST","Other Variable Cost",15.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"FINANCE_INTEREST","Financial Interest",10.780000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"GENERAL_FOH","General Farm Overheads",10.960000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",33.070000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"MACHINERY","Machinery Cost",16.820000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DB","Dry Beans",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",60.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"YIELD","Yield",32.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"EX_WORK_FARMGATE","Ex work farmegate",9.450000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"SEED","Seed",65.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"HERBICIDE","Herbicide",27.200000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"INSECTICIDE","Insecticide",4.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"FERTS","Fertilizers",7.770000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"CROP_INSURR","Crop Insurance",7.700000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"ENERGY","Energy",13.430000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"REPAIR","Repairs",21.330000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"OTHER_VAR_COST","Other Variable Cost",5.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"FINANCE_INTEREST","Financial Interest",5.730000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"GENERAL_FOH","General Farm Overheads",9.690000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",26.170000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"MACHINERY","Machinery Cost",12.890000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","SBS","Soybean",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",60.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"YIELD","Yield",113.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"EX_WORK_FARMGATE","Ex work farmegate",4.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"SEED","Seed",87.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"HERBICIDE","Herbicide",31.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"FUNGICIDE","Fungicide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"FERTS","Fertilizers",103.390000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"CROP_INSURR","Crop Insurance",9.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"ENERGY","Energy",22.150000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"REPAIR","Repairs",28.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"DRY","Drying",22.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"OTHER_VAR_COST","Other Variable Cost",10.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"FINANCE_INTEREST","Financial Interest",11.820000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"GENERAL_FOH","General Farm Overheads",13.220000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",44.030000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"MACHINERY","Machinery Cost",21.070000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","CRN","Corn",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",60.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"YIELD","Yield",64.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"EX_WORK_FARMGATE","Ex work farmegate",4.990000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"SEED","Seed",17.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"HERBICIDE","Herbicide",27.900000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"FUNGICIDE","Fungicide",10.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"FERTS","Fertilizers",66.840000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"CROP_INSURR","Crop Insurance",5.400000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"ENERGY","Energy",15.290000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"REPAIR","Repairs",22.590000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"OTHER_VAR_COST","Other Variable Cost",10.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"FINANCE_INTEREST","Financial Interest",6.600000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"GENERAL_FOH","General Farm Overheads",10.270000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",27.210000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"MACHINERY","Machinery Cost",13.630000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","BLY","Barley",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",60.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"YIELD","Yield",49.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"EX_WORK_FARMGATE","Ex work farmegate",7.270000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"SEED","Seed",28.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"HERBICIDE","Herbicide",28.700000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"FUNGICIDE","Fungicide",10.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"FERTS","Fertilizers",85.310000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"CROP_INSURR","Crop Insurance",6.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"ENERGY","Energy",14.410000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"REPAIR","Repairs",22.090000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"OTHER_VAR_COST","Other Variable Cost",10.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"FINANCE_INTEREST","Financial Interest",7.750000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"GENERAL_FOH","General Farm Overheads",9.960000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"MACHI_EQUIP_DEPRECIAT","Machine & Equipment Depreciation",26.170000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"MACHINERY","Machinery Cost",13.190000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","DWHT","Durum Wheat",,,,,"LEASE_OPPORT_LAND","Leasing & Opportunity Cost Of Land",60.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"YIELD","Yield",43.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"EX_WORK_FARMGATE","Ex work farmegate",6.270000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"SEED","Seed",23.800000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"HERBICIDE","Herbicide",28.700000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"FUNGICIDE","Fungicide",10.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"INSECTICIDE","Insecticide",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"FERTS","Fertilizers",73.210000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"CROP_INSURR","Crop Insurance",6.500000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"ENERGY","Energy",14.060000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"REPAIR","Repairs",21.890000,"AC","Acre",1.000000,"USD","US Dollar"
"NDSU","North Dakota University","SO_C_ND","South Central ND","2025/2026","HRS","Hard Red Spring",,,,,"DRY","Drying",0.000000,"AC","Acre",1.000000,"USD","US Dollar"
